theta,correlation rate
-1.77096,-0.242838
-1.76468,-0.249346
-1.7584,-0.248528
-1.75212,-0.246205
-1.74584,-0.247609
-1.73956,-0.253006
-1.73328,-0.253692
-1.727,-0.253796
-1.72072,-0.232642
-1.71444,-0.234912
-1.70816,-0.227657
-1.70188,-0.220201
-1.6956,-0.213918
-1.68932,-0.207537
-1.68304,-0.199722
-1.67676,-0.203541
-1.67048,-0.204284
-1.6642,-0.20797
-1.65792,-0.208053
-1.65164,-0.210026
-1.64536,-0.209737
-1.63908,-0.206007
-1.6328,-0.209057
-1.62652,-0.206996
-1.62024,-0.211473
-1.61396,-0.212252
-1.60768,-0.211597
-1.6014,-0.217131
-1.59512,-0.218472
-1.58884,-0.220043
-1.58256,-0.217803
-1.57628,-0.216481
-1.57,-0.219469
-1.56372,-0.22258
-1.55744,-0.222223
-1.55116,-0.221954
-1.54488,-0.221594
-1.5386,-0.222148
-1.53232,-0.223646
-1.52604,-0.218188
-1.51976,-0.21972
-1.51348,-0.220941
-1.5072,-0.217651
-1.50092,-0.214181
-1.49464,-0.212262
-1.48836,-0.214401
-1.48208,-0.219356
-1.4758,-0.221747
-1.46952,-0.219656
-1.46324,-0.224806
-1.45696,-0.223557
-1.45068,-0.225084
-1.4444,-0.226195
-1.43812,-0.217662
-1.43184,-0.217786
-1.42556,-0.213778
-1.41928,-0.214001
-1.413,-0.208215
-1.40672,-0.198127
-1.40044,-0.193597
-1.39416,-0.190981
-1.38788,-0.1861
-1.3816,-0.181512
-1.37532,-0.18122
-1.36904,-0.188062
-1.36276,-0.178573
-1.35648,-0.178708
-1.3502,-0.181557
-1.34392,-0.181723
-1.33764,-0.186891
-1.33136,-0.178259
-1.32508,-0.173149
-1.3188,-0.167128
-1.31252,-0.161685
-1.30624,-0.156262
-1.29996,-0.15249
-1.29368,-0.15305
-1.2874,-0.148319
-1.28112,-0.147718
-1.27484,-0.144107
-1.26856,-0.144675
-1.26228,-0.143554
-1.256,-0.141375
-1.24972,-0.140613
-1.24344,-0.138974
-1.23716,-0.140154
-1.23088,-0.140101
-1.2246,-0.141046
-1.21832,-0.145994
-1.21204,-0.148776
-1.20576,-0.154286
-1.19948,-0.154757
-1.1932,-0.152927
-1.18692,-0.154831
-1.18064,-0.153377
-1.17436,-0.155927
-1.16808,-0.164023
-1.1618,-0.162359
-1.15552,-0.157364
-1.14924,-0.148657
-1.14296,-0.143331
-1.13668,-0.140301
-1.1304,-0.137313
-1.12412,-0.14089
-1.11784,-0.143529
-1.11156,-0.154388
-1.10528,-0.155606
-1.099,-0.15596
-1.09272,-0.150843
-1.08644,-0.147651
-1.08016,-0.145132
-1.07388,-0.138863
-1.0676,-0.136322
-1.06132,-0.136963
-1.05504,-0.130232
-1.04876,-0.129364
-1.04248,-0.130609
-1.0362,-0.134641
-1.02992,-0.137487
-1.02364,-0.138117
-1.01736,-0.139535
-1.01108,-0.145613
-1.0048,-0.149629
-0.99852,-0.15084
-0.99224,-0.141458
-0.98596,-0.137741
-0.97968,-0.134869
-0.9734,-0.130903
-0.96712,-0.126349
-0.96084,-0.122102
-0.95456,-0.115474
-0.94828,-0.116051
-0.942,-0.12215
-0.93572,-0.127687
-0.92944,-0.137323
-0.92316,-0.142355
-0.91688,-0.143255
-0.9106,-0.144662
-0.90432,-0.13884
-0.89804,-0.134911
-0.89176,-0.129928
-0.88548,-0.125204
-0.8792,-0.120343
-0.87292,-0.116605
-0.86664,-0.11067
-0.86036,-0.125727
-0.85408,-0.129482
-0.8478,-0.136178
-0.84152,-0.13986
-0.83524,-0.142431
-0.82896,-0.139664
-0.82268,-0.127104
-0.8164,-0.121448
-0.81012,-0.111088
-0.80384,-0.10873
-0.79756,-0.106829
-0.79128,-0.106953
-0.785,-0.106792
-0.77872,-0.1049
-0.77244,-0.105924
-0.76616,-0.103732
-0.75988,-0.102657
-0.7536,-0.104027
-0.74732,-0.109027
-0.74104,-0.110865
-0.73476,-0.113132
-0.72848,-0.118851
-0.7222,-0.126424
-0.71592,-0.129126
-0.70964,-0.12925
-0.70336,-0.128863
-0.69708,-0.125268
-0.6908,-0.120771
-0.68452,-0.124666
-0.67824,-0.126003
-0.67196,-0.119787
-0.66568,-0.111274
-0.6594,-0.109401
-0.65312,-0.10299
-0.64684,-0.104371
-0.64056,-0.106113
-0.63428,-0.10469
-0.628,-0.105404
-0.62172,-0.102489
-0.61544,-0.103192
-0.60916,-0.101293
-0.60288,-0.0934153
-0.5966,-0.0864838
-0.59032,-0.0820813
-0.58404,-0.0772447
-0.57776,-0.0732711
-0.57148,-0.0685655
-0.5652,-0.0604284
-0.55892,-0.0585382
-0.55264,-0.0578204
-0.54636,-0.0535133
-0.54008,-0.0561404
-0.5338,-0.0581211
-0.52752,-0.0557746
-0.52124,-0.0640992
-0.51496,-0.0570364
-0.50868,-0.0548533
-0.5024,-0.0500922
-0.49612,-0.0436088
-0.48984,-0.0432431
-0.48356,-0.0430336
-0.47728,-0.045296
-0.471,-0.0489897
-0.46472,-0.0503919
-0.45844,-0.0495549
-0.45216,-0.0427793
-0.44588,-0.0350813
-0.4396,-0.0210862
-0.43332,-0.0141353
-0.42704,-0.0166786
-0.42076,-0.0118514
-0.41448,-0.0082521
-0.4082,-0.00579348
-0.40192,-0.0031767
-0.39564,0.000987276
-0.38936,0.00155844
-0.38308,0.0101506
-0.3768,0.0135707
-0.37052,0.0241468
-0.36424,0.0296137
-0.35796,0.0409607
-0.35168,0.0443008
-0.3454,0.0517959
-0.33912,0.0640294
-0.33284,0.063598
-0.32656,0.066442
-0.32028,0.0638752
-0.314,0.0634198
-0.30772,0.065787
-0.30144,0.0727595
-0.29516,0.0677185
-0.28888,0.0668191
-0.2826,0.0691403
-0.27632,0.0768749
-0.27004,0.0843466
-0.26376,0.0885374
-0.25748,0.0953322
-0.2512,0.106587
-0.24492,0.116467
-0.23864,0.135792
-0.23236,0.15028
-0.22608,0.158595
-0.2198,0.157135
-0.21352,0.154124
-0.20724,0.146727
-0.20096,0.141428
-0.19468,0.154901
-0.1884,0.170735
-0.18212,0.190668
-0.17584,0.2018
-0.16956,0.201764
-0.16328,0.212422
-0.157,0.213773
-0.15072,0.235074
-0.14444,0.237909
-0.13816,0.259928
-0.13188,0.272611
-0.1256,0.286517
-0.11932,0.309686
-0.11304,0.319087
-0.10676,0.312953
-0.10048,0.319633
-0.0942,0.323138
-0.08792,0.316674
-0.08164,0.325918
-0.07536,0.324339
-0.06908,0.349175
-0.0628,0.356575
-0.05652,0.350738
-0.05024,0.357871
-0.04396,0.375663
-0.03768,0.397896
-0.0314,0.429041
-0.02512,0.472465
-0.01884,0.564014
-0.01256,0.747567
-0.00628,0.982964
-2.21923e-14,1
0.00628,0.983131
0.01256,0.888819
0.01884,0.726911
0.02512,0.605885
0.0314,0.544762
0.03768,0.494618
0.04396,0.454523
0.05024,0.427967
0.05652,0.412446
0.0628,0.402221
0.06908,0.388465
0.07536,0.386102
0.08164,0.368921
0.08792,0.360372
0.0942,0.34431
0.10048,0.339591
0.10676,0.318148
0.11304,0.307706
0.11932,0.285011
0.1256,0.27045
0.13188,0.244854
0.13816,0.23373
0.14444,0.218105
0.15072,0.217628
0.157,0.220571
0.16328,0.209397
0.16956,0.208269
0.17584,0.206587
0.18212,0.214907
0.1884,0.20242
0.19468,0.195007
0.20096,0.192552
0.20724,0.175236
0.21352,0.158402
0.2198,0.13812
0.22608,0.12795
0.23236,0.114529
0.23864,0.107948
0.24492,0.0990106
0.2512,0.0958295
0.25748,0.0889067
0.26376,0.0807799
0.27004,0.0815383
0.27632,0.0899669
0.2826,0.0926562
0.28888,0.098666
0.29516,0.101391
0.30144,0.097419
0.30772,0.0938668
0.314,0.0942467
0.32028,0.0726101
0.32656,0.071142
0.33284,0.0675053
0.33912,0.0582588
0.3454,0.0544636
0.35168,0.048173
0.35796,0.0415676
0.36424,0.0318664
0.37052,0.0330613
0.3768,0.0290752
0.38308,0.032617
0.38936,0.0323486
0.39564,0.0245604
0.40192,0.0165797
0.4082,0.00731587
0.41448,0.0045938
0.42076,0.00488156
0.42704,0.00789235
0.43332,0.0106936
0.4396,0.0126932
0.44588,0.00610861
0.45216,-0.00123205
0.45844,-0.00939014
0.46472,-0.0246958
0.471,-0.0272488
0.47728,-0.031789
0.48356,-0.0326602
0.48984,-0.0407454
0.49612,-0.0462542
0.5024,-0.0440905
0.50868,-0.0380319
0.51496,-0.0327892
0.52124,-0.0351523
0.52752,-0.0407742
0.5338,-0.0425614
0.54008,-0.0450401
0.54636,-0.047544
0.55264,-0.0481304
0.55892,-0.0524791
0.5652,-0.0513863
0.57148,-0.0513481
0.57776,-0.0519479
0.58404,-0.0543477
0.59032,-0.0564029
0.5966,-0.0549835
0.60288,-0.056069
0.60916,-0.0558372
0.61544,-0.0562315
0.62172,-0.0519202
0.628,-0.0496709
0.63428,-0.0570259
0.64056,-0.0574502
0.64684,-0.0632401
0.65312,-0.0632751
0.6594,-0.0728045
0.66568,-0.0751718
0.67196,-0.0826318
0.67824,-0.0883863
0.68452,-0.0913461
0.6908,-0.097078
0.69708,-0.0979221
0.70336,-0.103134
0.70964,-0.10068
0.71592,-0.0954684
0.7222,-0.0999773
0.72848,-0.0969518
0.73476,-0.0965254
0.74104,-0.0979991
0.74732,-0.104636
0.7536,-0.108781
0.75988,-0.119851
0.76616,-0.127369
0.77244,-0.129868
0.77872,-0.12868
0.785,-0.127764
0.79128,-0.128574
0.79756,-0.128293
0.80384,-0.126687
0.81012,-0.125791
0.8164,-0.120322
0.82268,-0.119975
0.82896,-0.114839
0.83524,-0.116362
0.84152,-0.120541
0.8478,-0.119778
0.85408,-0.117524
0.86036,-0.120932
0.86664,-0.125329
0.87292,-0.124079
0.8792,-0.130324
0.88548,-0.138058
0.89176,-0.143942
0.89804,-0.147634
0.90432,-0.147922
0.9106,-0.146082
0.91688,-0.136635
0.92316,-0.135601
0.92944,-0.135175
0.93572,-0.134103
0.942,-0.125347
0.94828,-0.122022
0.95456,-0.124645
0.96084,-0.129004
0.96712,-0.132742
0.9734,-0.135379
0.97968,-0.136783
0.98596,-0.136827
0.99224,-0.135025
0.99852,-0.135338
1.0048,-0.1313
1.01108,-0.123849
1.01736,-0.118087
1.02364,-0.114881
1.02992,-0.112413
1.0362,-0.110455
1.04248,-0.114231
1.04876,-0.113144
1.05504,-0.119564
1.06132,-0.125803
1.0676,-0.129916
1.07388,-0.132081
1.08016,-0.131704
1.08644,-0.122232
1.09272,-0.121468
1.099,-0.112871
1.10528,-0.111561
1.11156,-0.0922555
1.11784,-0.0931774
1.12412,-0.0939801
1.1304,-0.0961862
1.13668,-0.0938154
1.14296,-0.0971134
1.14924,-0.0987431
1.15552,-0.0957554
1.1618,-0.0965805
1.16808,-0.104432
1.17436,-0.105697
1.18064,-0.10022
1.18692,-0.095933
1.1932,-0.0980179
1.19948,-0.098949
1.20576,-0.0958837
1.21204,-0.0976231
1.21832,-0.0994993
1.2246,-0.100747
1.23088,-0.106872
1.23716,-0.108755
1.24344,-0.110532
1.24972,-0.0911951
1.256,-0.0720861
1.26228,-0.0656451
1.26856,-0.0546798
1.27484,-0.0514876
1.28112,-0.0513505
1.2874,-0.0527894
1.29368,-0.0554179
1.29996,-0.0444289
1.30624,-0.0319678
1.31252,-0.0329746
1.3188,-0.0223677
1.32508,-0.0223626
1.33136,-0.0236918
1.33764,-0.0307264
1.34392,-0.0289935
1.3502,-0.0310365
1.35648,-0.0277476
1.36276,-0.0332762
1.36904,-0.0274518
1.37532,-0.0266168
1.3816,-0.0270188
1.38788,-0.0340759
1.39416,-0.0355381
1.40044,-0.0364578
1.40672,-0.0160712
1.413,-0.0138703
1.41928,-0.0170479
1.42556,-0.0193779
1.43184,-0.0114359
1.43812,-0.0135177
1.4444,-0.0166285
1.45068,-0.015911
1.45696,-0.0154777
1.46324,-0.0189773
1.46952,-0.012388
1.4758,-0.013227
1.48208,-0.00893199
1.48836,-0.00514136
1.49464,0.0042829
1.50092,0.00235769
1.5072,-0.00145958
1.51348,-0.00620355
1.51976,-0.0113123
1.52604,-0.0127468
1.53232,-0.0118622
1.5386,-0.0102237
1.54488,-0.00784584
1.55116,-0.007006
1.55744,-0.00631061
1.56372,-0.00548049
1.57,-0.00504428
1.57628,-0.00551275
1.58256,-0.0056301
1.58884,-0.00504689
1.59512,-0.00307799
1.6014,2.27087e-05
1.60768,0.00412837
1.61396,0.00552581
1.62024,0.0035447
1.62652,-0.00723921
1.6328,-0.0154626
1.63908,-0.0177088
1.64536,-0.019521
1.65164,-0.0214605
1.65792,-0.0246933
1.6642,-0.0293916
1.67048,-0.0292802
1.67676,-0.0141
1.68304,-0.0202379
1.68932,-0.0258716
1.6956,-0.02521
1.70188,-0.0363173
1.70816,-0.0391067
1.71444,-0.0405606
1.72072,-0.0386138
1.727,-0.0346139
1.73328,-0.0301436
1.73956,-0.0277559
1.74584,-0.0320692
1.75212,-0.0318325
1.7584,-0.0202091
1.76468,0.00312565
1.77096,0.00526135
1.77724,0.013177
1.78352,0.015527
1.7898,0.0131887
1.79608,0.0134653
1.80236,0.0135407
1.80864,0.00935374
1.81492,0.00315244
1.8212,0.00322685
1.82748,0.000101914
1.83376,0.00891123
1.84004,0.0138757
1.84632,0.0155366
1.8526,0.0107204
1.85888,-0.011765
1.86516,-0.0120781
1.87144,-0.0159841
1.87772,-0.0160675
1.884,-0.0158519
1.89028,-0.0156827
1.89656,-0.0139428
1.90284,-0.0121433
1.90912,-0.0113591
1.9154,-0.01624
1.92168,-0.026507
1.92796,-0.0285428
1.93424,-0.0228866
1.94052,-0.0237445
1.9468,-0.0254536
1.95308,-0.0285158
1.95936,-0.0269549
1.96564,-0.0306687
1.97192,-0.0331764
1.9782,-0.048454
1.98448,-0.0520372
1.99076,-0.0552153
1.99704,-0.0676589
2.00332,-0.0720025
2.0096,-0.0769143
2.01588,-0.0778754
2.02216,-0.0824179
2.02844,-0.0862407
2.03472,-0.0899702
2.041,-0.0898791
2.04728,-0.0911674
2.05356,-0.0977176
2.05984,-0.100257
2.06612,-0.107762
2.0724,-0.113868
2.07868,-0.111168
2.08496,-0.111101
2.09124,-0.117735
2.09752,-0.111433
2.1038,-0.108346
2.11008,-0.106478
2.11636,-0.105807
2.12264,-0.104269
2.12892,-0.106129
2.1352,-0.103285
2.14148,-0.125022
2.14776,-0.122533
2.15404,-0.117915
2.16032,-0.114168
2.1666,-0.110943
2.17288,-0.107892
2.17916,-0.11031
2.18544,-0.112285
2.19172,-0.11583
2.198,-0.120199
2.20428,-0.125491
2.21056,-0.12695
2.21684,-0.129015
2.22312,-0.13456
2.2294,-0.136516
2.23568,-0.131797
2.24196,-0.123793
2.24824,-0.120708
2.25452,-0.120082
2.2608,-0.120652
2.26708,-0.125869
2.27336,-0.128449
2.27964,-0.131924
2.28592,-0.13494
2.2922,-0.146147
2.29848,-0.169393
2.30476,-0.172366
2.31104,-0.173647
2.31732,-0.174838
2.3236,-0.19132
2.32988,-0.191177
2.33616,-0.189577
2.34244,-0.189949
2.34872,-0.190465
2.355,-0.19201
2.36128,-0.193317
2.36756,-0.188807
2.37384,-0.182749
2.38012,-0.184032
2.3864,-0.184877
2.39268,-0.181522
2.39896,-0.182347
2.40524,-0.179901
2.41152,-0.179334
2.4178,-0.179944
2.42408,-0.181651
2.43036,-0.183398
2.43664,-0.186608
2.44292,-0.195274
2.4492,-0.19945
2.45548,-0.201397
2.46176,-0.201513
2.46804,-0.201028
2.47432,-0.203778
2.4806,-0.2049
2.48688,-0.204354
2.49316,-0.206533
2.49944,-0.203042
2.50572,-0.200187
2.512,-0.202763
2.51828,-0.204731
2.52456,-0.204671
2.53084,-0.211046
2.53712,-0.21544
2.5434,-0.217343
2.54968,-0.217552
2.55596,-0.218554
2.56224,-0.218626
2.56852,-0.214776
2.5748,-0.212613
2.58108,-0.203691
2.58736,-0.204943
2.59364,-0.20355
2.59992,-0.203771
2.6062,-0.204341
2.61248,-0.205636
2.61876,-0.206403
2.62504,-0.227112
2.63132,-0.231751
2.6376,-0.227274
2.64388,-0.225269
2.65016,-0.22167
2.65644,-0.223818
2.66272,-0.221843
2.669,-0.220263
2.67528,-0.218341
2.68156,-0.217743
2.68784,-0.216979
2.69412,-0.214153
2.7004,-0.222044
2.70668,-0.221254
2.71296,-0.228021
2.71924,-0.22803
2.72552,-0.227155
2.7318,-0.23037
2.73808,-0.235333
2.74436,-0.247011
2.75064,-0.243312
2.75692,-0.246947
2.7632,-0.246107
2.76948,-0.259214
2.77576,-0.260711
2.78204,-0.261125
2.78832,-0.270562
2.7946,-0.268642
2.80088,-0.2697
2.80716,-0.273777
2.81344,-0.291133
2.81972,-0.292641
2.826,-0.29512
2.83228,-0.305116
2.83856,-0.305113
2.84484,-0.308084
2.85112,-0.311282
2.8574,-0.313907
2.86368,-0.321723
2.86996,-0.320496
2.87624,-0.320115
2.88252,-0.316022
2.8888,-0.317746
2.89508,-0.318221
2.90136,-0.312067
2.90764,-0.308229
2.91392,-0.302077
2.9202,-0.305198
2.92648,-0.304257
2.93276,-0.304216
2.93904,-0.304008
2.94532,-0.30403
2.9516,-0.304974
2.95788,-0.305665
2.96416,-0.308686
2.97044,-0.298033
2.97672,-0.293086
2.983,-0.291298
2.98928,-0.288129
2.99556,-0.285132
3.00184,-0.28335
3.00812,-0.277405
3.0144,-0.280185
3.02068,-0.280949
3.02696,-0.282197
3.03324,-0.276913
3.03952,-0.275174
3.0458,-0.27842
3.05208,-0.281646
3.05836,-0.284712
3.06464,-0.272281
3.07092,-0.275863
3.0772,-0.27144
3.08348,-0.27584
3.08976,-0.282663
3.09604,-0.28578
3.10232,-0.291643
3.1086,-0.293865
3.11488,-0.298702
3.12116,-0.301487
3.12744,-0.307245
3.13372,-0.312911
